"POINTID","GRID_CODE","coords.x1","coords.x2","elevation","slope","aspect","hillshade","clay","sand","bd","soc","LC"
325,0.20035136,-9548038.56118906,3701801.14351084,645,0,36,179,30,42,151,5,10
326,0.20035136,-9547038.56118906,3701801.14351084,641,0,328,181,29,40,148,5,10
327,0.20035136,-9546038.56118906,3701801.14351084,651,1,330,181,30,39,151,5,10
328,0.18678841,-9545038.56118906,3701801.14351084,651,0,0,180,30,42,152,4,10
329,0.18678841,-9544038.56118906,3701801.14351084,650,0,60,179,30,42,152,4,10
330,0.18678841,-9543038.56118906,3701801.14351084,639,1,62,178,28,42,148,5,10
331,0.24334235,-9542038.56118906,3701801.14351084,629,0,12,180,31,40,141,6,10
332,0.24334235,-9541038.56118906,3701801.14351084,636,1,0,180,31,40,141,5,10
333,0.24334235,-9540038.56118906,3701801.14351084,629,0,145,180,31,40,145,5,10
334,0.21695876,-9539038.56118906,3701801.14351084,630,1,108,179,30,40,146,5,9
335,0.21695876,-9538038.56118906,3701801.14351084,614,1,98,178,30,40,146,5,9
336,0.21695876,-9537038.56118906,3701801.14351084,605,1,69,179,29,40,147,5,10
337,0.23124185,-9536038.56118906,3701801.14351084,598,1,334,181,29,41,140,6,10
338,0.23124185,-9535038.56118906,3701801.14351084,614,1,345,181,29,43,141,6,9
339,0.23124185,-9534038.56118906,3701801.14351084,609,1,47,178,29,45,144,5,9
340,0.16223885,-9533038.56118906,3701801.14351084,589,1,4,180,29,43,144,5,9
341,0.16223885,-9532038.56118906,3701801.14351084,591,1,94,177,29,41,144,5,9
342,0.16223885,-9531038.56118906,3701801.14351084,574,1,90,177,30,39,145,5,9
343,0.15443093,-9530038.56118906,3701801.14351084,558,1,26,179,26,42,150,4,9
344,0.15443093,-9529038.56118906,3701801.14351084,562,1,2,180,27,42,153,4,10
345,0.15443093,-9528038.56118906,3701801.14351084,557,1,34,179,28,40,153,4,10
346,0.16294162,-9527038.56118906,3701801.14351084,546,1,357,180,27,42,154,4,10
347,0.16294162,-9526038.56118906,3701801.14351084,544,1,50,177,28,40,152,4,10
348,0.16294162,-9525038.56118906,3701801.14351084,531,1,22,179,30,39,152,4,10
349,0.10783743,-9524038.56118906,3701801.14351084,534,0,28,180,29,38,151,4,10
350,0.10783743,-9523038.56118906,3701801.14351084,524,1,78,178,27,41,150,4,10
351,0.10783743,-9522038.56118906,3701801.14351084,510,1,98,178,28,42,151,4,10
352,0.153758,-9521038.56118906,3701801.14351084,506,0,169,180,27,42,154,4,10
353,0.153758,-9520038.56118906,3701801.14351084,508,1,207,181,29,41,150,4,10
354,0.153758,-9519038.56118906,3701801.14351084,506,0,127,179,29,41,149,5,10
355,0.12484976,-9518038.56118906,3701801.14351084,505,0,60,179,29,42,148,5,10
356,0.12484976,-9517038.56118906,3701801.14351084,497,0,110,179,28,41,151,5,10
357,0.12484976,-9516038.56118906,3701801.14351084,493,0,280,181,25,46,151,4,10
358,0.2708261,-9515038.56118906,3701801.14351084,502,0,265,181,27,40,151,4,10
359,0.2708261,-9514038.56118906,3701801.14351084,503,1,234,182,29,40,151,5,10
360,0.2708261,-9513038.56118906,3701801.14351084,504,0,106,179,29,39,149,5,10
361,0.20035136,-9548038.56118906,3700801.14351084,657,1,73,179,29,42,150,4,10
362,0.20035136,-9547038.56118906,3700801.14351084,646,0,67,180,29,43,150,4,10
363,0.20035136,-9546038.56118906,3700801.14351084,655,0,203,181,29,43,150,4,10
364,0.18678841,-9545038.56118906,3700801.14351084,658,0,210,181,29,43,148,5,10
365,0.18678841,-9544038.56118906,3700801.14351084,655,0,85,179,29,43,150,4,10
366,0.18678841,-9543038.56118906,3700801.14351084,649,0,83,179,29,43,150,4,10
367,0.24334235,-9542038.56118906,3700801.14351084,641,0,113,179,29,42,149,4,10
368,0.24334235,-9541038.56118906,3700801.14351084,641,1,124,178,28,43,146,5,10
369,0.24334235,-9540038.56118906,3700801.14351084,615,1,128,177,29,40,142,5,9
370,0.21695876,-9539038.56118906,3700801.14351084,629,1,210,182,30,40,144,5,9
371,0.21695876,-9538038.56118906,3700801.14351084,622,1,169,180,29,42,145,5,10
372,0.21695876,-9537038.56118906,3700801.14351084,626,0,25,180,28,43,149,5,10
373,0.23124185,-9536038.56118906,3700801.14351084,620,0,90,180,28,41,147,5,10
374,0.23124185,-9535038.56118906,3700801.14351084,625,0,156,180,29,41,147,5,10
375,0.23124185,-9534038.56118906,3700801.14351084,615,1,85,178,30,40,144,5,9
376,0.16223885,-9533038.56118906,3700801.14351084,607,0,34,180,30,40,143,5,9
377,0.16223885,-9532038.56118906,3700801.14351084,587,1,87,176,31,38,144,5,9
378,0.16223885,-9531038.56118906,3700801.14351084,570,1,7,180,29,41,147,5,9
379,0.15443093,-9530038.56118906,3700801.14351084,585,1,333,182,28,41,147,5,9
380,0.15443093,-9529038.56118906,3700801.14351084,586,1,49,178,28,41,148,5,9
381,0.15443093,-9528038.56118906,3700801.14351084,567,1,74,177,28,41,150,4,10
382,0.16294162,-9527038.56118906,3700801.14351084,556,1,350,181,27,40,151,4,10
383,0.16294162,-9526038.56118906,3700801.14351084,567,1,31,178,28,43,148,5,10
384,0.16294162,-9525038.56118906,3700801.14351084,551,1,56,177,29,42,151,4,9
385,0.10783743,-9524038.56118906,3700801.14351084,531,1,65,177,28,40,150,4,10
386,0.10783743,-9523038.56118906,3700801.14351084,520,1,53,178,29,40,149,5,10
387,0.10783743,-9522038.56118906,3700801.14351084,513,1,27,179,29,39,151,4,10
388,0.153758,-9521038.56118906,3700801.14351084,510,0,52,179,28,38,152,4,10
389,0.153758,-9520038.56118906,3700801.14351084,502,0,83,180,29,38,152,4,10
390,0.153758,-9519038.56118906,3700801.14351084,495,0,146,180,28,39,151,4,10
391,0.12484976,-9518038.56118906,3700801.14351084,496,1,173,180,28,38,151,4,10
392,0.12484976,-9517038.56118906,3700801.14351084,493,1,150,179,25,47,152,4,10
393,0.12484976,-9516038.56118906,3700801.14351084,488,0,167,180,22,55,154,3,10
394,0.2708261,-9515038.56118906,3700801.14351084,490,1,199,181,24,49,153,4,10
395,0.2708261,-9514038.56118906,3700801.14351084,494,1,216,182,27,42,150,4,10
396,0.2708261,-9513038.56118906,3700801.14351084,500,0,172,180,28,40,149,4,10
397,0.20035136,-9548038.56118906,3699801.14351084,651,1,157,180,29,42,150,4,10
398,0.20035136,-9547038.56118906,3699801.14351084,642,1,133,179,28,42,147,5,10
399,0.20035136,-9546038.56118906,3699801.14351084,640,1,165,179,28,42,144,5,10
400,0.18678841,-9545038.56118906,3699801.14351084,641,1,229,182,29,42,143,5,10
401,0.18678841,-9544038.56118906,3699801.14351084,651,0,180,180,29,43,148,4,10
402,0.18678841,-9543038.56118906,3699801.14351084,641,1,135,178,29,42,148,4,10
403,0.24334235,-9542038.56118906,3699801.14351084,625,1,143,178,29,42,145,5,10
404,0.24334235,-9541038.56118906,3699801.14351084,616,1,145,178,28,41,142,5,9
405,0.24334235,-9540038.56118906,3699801.14351084,600,1,116,177,29,40,142,5,9
406,0.21695876,-9539038.56118906,3699801.14351084,604,1,191,181,30,40,144,5,10
407,0.21695876,-9538038.56118906,3699801.14351084,596,1,190,181,30,40,144,5,10
408,0.21695876,-9537038.56118906,3699801.14351084,610,1,185,181,29,41,144,5,10
409,0.23124185,-9536038.56118906,3699801.14351084,598,1,166,179,29,41,145,5,10
